shipment_sk,shipped_date_sk,delivered_date_sk,customer_sk,channel_sk,store_sk,ship_addr_sk,status,carrier,tracking_number
9228,311,312,11,2,4,4,DELIVERED,PICKUP,
9229,218,219,699,2,2,2,DELIVERED,PICKUP,
9230,367,371,9,1,,85,DELIVERED,Correo Argentino,TRK-OCIJKXTGOR
9231,,,561,1,,2737,CANCELLED,Correo Argentino,
9232,537,538,1143,2,3,3,DELIVERED,PICKUP,
9233,429,430,681,2,3,3,DELIVERED,PICKUP,
9234,,,668,1,,149,CANCELLED,Correo Argentino,
9235,588,593,635,1,,1761,DELIVERED,Correo Argentino,TRK-IA78WYGRWE
9236,267,269,284,1,,138,DELIVERED,Correo Argentino,TRK-85TXLQGJCN
9237,516,517,366,2,4,4,DELIVERED,PICKUP,
9238,574,579,851,1,,191,DELIVERED,Correo Argentino,TRK-22SGJEVJBZ
9239,237,241,1161,1,,1062,DELIVERED,Correo Argentino,TRK-3A7P1NLWW5
9240,,,1436,1,,2167,CANCELLED,Correo Argentino,
9241,546,547,1326,2,4,4,DELIVERED,PICKUP,
9242,,,49,1,,1793,CANCELLED,Correo Argentino,
9243,526,529,4,1,,2115,DELIVERED,Correo Argentino,TRK-C5NSUM3S0F
9244,595,596,855,2,3,3,DELIVERED,PICKUP,
9245,393,397,89,1,,2765,DELIVERED,Correo Argentino,TRK-VEDASXG3JF
9246,317,320,114,1,,853,DELIVERED,Correo Argentino,TRK-BVXZSEQPIV
9247,544,547,125,1,,484,DELIVERED,Correo Argentino,TRK-2PR7ZBFCJK
9248,603,608,96,1,,2008,DELIVERED,Correo Argentino,TRK-WHZLLC5OS0
9249,,,1378,2,4,4,CANCELLED,PICKUP,
9250,489,490,175,2,1,1,DELIVERED,PICKUP,
9251,14,18,1010,1,,1700,SHIPPED,Correo Argentino,TRK-33HRBDG6U5
9252,14,19,384,1,,1011,DELIVERED,Correo Argentino,TRK-47BNYJQJAB
9253,221,222,244,2,1,1,SHIPPED,PICKUP,
9254,94,98,857,1,,2752,SHIPPED,Correo Argentino,TRK-6BAJY7339S
9255,230,234,1255,1,,2718,DELIVERED,Correo Argentino,TRK-56N6FD2I4W
9256,395,396,346,2,4,4,SHIPPED,PICKUP,
9257,178,180,828,1,,744,DELIVERED,Correo Argentino,TRK-AFA3ATLH7C
9258,175,177,1137,1,,2352,SHIPPED,Correo Argentino,TRK-26EROZ15TH
9259,212,214,1098,1,,700,DELIVERED,Correo Argentino,TRK-ZK7TKQ2I0P
9260,240,241,1055,2,3,3,DELIVERED,PICKUP,
9261,8,9,1216,2,3,3,DELIVERED,PICKUP,
9262,85,90,912,1,,2004,READY,Correo Argentino,TRK-1QS0T7B9XT
9263,161,162,784,2,1,1,DELIVERED,PICKUP,
9264,389,394,257,1,,776,DELIVERED,Correo Argentino,TRK-VY4U9E7IW8
9265,200,201,582,2,1,1,DELIVERED,PICKUP,
9266,374,375,305,2,4,4,DELIVERED,PICKUP,
9267,224,225,894,2,3,3,DELIVERED,PICKUP,
9268,322,323,656,2,3,3,DELIVERED,PICKUP,
9269,118,121,442,1,,941,DELIVERED,Correo Argentino,TRK-8LJ20VKMME
9270,279,281,1229,1,,1200,DELIVERED,Correo Argentino,TRK-H63175PDQI
9271,,,819,1,,2638,CANCELLED,Correo Argentino,
9272,498,502,193,1,,2179,READY,Correo Argentino,TRK-J61EWS8GJC
9273,415,416,432,2,4,4,DELIVERED,PICKUP,
9274,,,1095,1,,2394,CANCELLED,Correo Argentino,
9275,56,57,781,2,4,4,SHIPPED,PICKUP,
9276,53,57,562,1,,813,DELIVERED,Correo Argentino,TRK-GTXKJ81LTB
9277,89,94,318,1,,1619,DELIVERED,Correo Argentino,TRK-8ITJF74MDK
9278,254,259,725,1,,83,SHIPPED,Correo Argentino,TRK-DZOPDWPRTT
9279,51,56,746,1,,2364,DELIVERED,Correo Argentino,TRK-WWEKFUGGNI
9280,512,513,1214,2,1,1,DELIVERED,PICKUP,
9281,587,590,302,1,,1660,DELIVERED,Correo Argentino,TRK-MRDNQXU095
9282,342,343,913,2,1,1,SHIPPED,PICKUP,
9283,204,207,1498,1,,3132,SHIPPED,Correo Argentino,TRK-7I19TF1ZAV
9284,266,267,1274,2,2,2,DELIVERED,PICKUP,
9285,348,354,916,1,,1365,SHIPPED,Correo Argentino,TRK-X81O38K7DD
9286,,,882,1,,1523,CANCELLED,Correo Argentino,
9287,49,51,740,1,,1194,DELIVERED,Correo Argentino,TRK-Q6HZU6YVE5
9288,270,274,353,1,,1624,DELIVERED,Correo Argentino,TRK-U6WN0K8ABL
9289,160,162,1445,1,,2820,DELIVERED,Correo Argentino,TRK-ECQTSEYMQN
9290,184,185,1464,2,3,3,DELIVERED,PICKUP,
9291,230,231,760,2,3,3,DELIVERED,PICKUP,
9292,374,376,1328,1,,1976,DELIVERED,Correo Argentino,TRK-GIXO2PMTVO
9293,537,540,766,1,,1631,READY,Correo Argentino,TRK-0GPRTEEQRB
9294,313,318,452,1,,1272,DELIVERED,Correo Argentino,TRK-LHWSHRKKX4
9295,513,517,644,1,,1661,DELIVERED,Correo Argentino,TRK-XZ2Q7VFRB8
9296,380,381,804,2,2,2,DELIVERED,PICKUP,
9297,520,524,830,1,,3089,DELIVERED,Correo Argentino,TRK-S8NDOIXQ0P
9298,21,22,204,2,4,4,DELIVERED,PICKUP,
9299,440,444,987,1,,2969,DELIVERED,Correo Argentino,TRK-5YDT3N6FE5
9300,341,342,427,2,3,3,READY,PICKUP,
9301,48,53,913,1,,2380,DELIVERED,Correo Argentino,TRK-XF0ED1L3TX
9302,206,207,741,2,1,1,DELIVERED,PICKUP,
9303,70,71,778,2,1,1,SHIPPED,PICKUP,
9304,136,140,687,1,,2049,DELIVERED,Correo Argentino,TRK-WKC2OV4IFL
9305,187,188,165,2,2,2,DELIVERED,PICKUP,
9306,622,624,112,1,,1787,DELIVERED,Correo Argentino,TRK-9ISC7YZ383
9307,28,29,356,2,1,1,DELIVERED,PICKUP,
9308,626,630,1246,1,,2422,DELIVERED,Correo Argentino,TRK-SAFYTM1H5O
9309,592,597,729,1,,2287,DELIVERED,Correo Argentino,TRK-9Q0IT02ZP7
9310,354,355,862,2,3,3,DELIVERED,PICKUP,
9311,12,13,177,2,1,1,SHIPPED,PICKUP,
9312,,,1100,1,,2599,CANCELLED,Correo Argentino,
9313,517,518,83,2,2,2,DELIVERED,PICKUP,
9314,629,631,566,1,,2428,DELIVERED,Correo Argentino,TRK-IJ9TECUXS2
9315,537,540,715,1,,213,SHIPPED,Correo Argentino,TRK-UCOHC2P7J7
9316,261,262,175,2,1,1,DELIVERED,PICKUP,
9317,235,240,965,1,,2368,DELIVERED,Correo Argentino,TRK-UXQ96IPS53
9318,117,118,840,2,4,4,DELIVERED,PICKUP,
9319,279,280,211,2,4,4,DELIVERED,PICKUP,
9320,526,531,1084,1,,1295,DELIVERED,Correo Argentino,TRK-4OPE3KM771
9321,498,501,860,1,,2459,SHIPPED,Correo Argentino,TRK-8GZA34BAQN
9322,53,57,951,1,,1943,DELIVERED,Correo Argentino,TRK-WB46WN73KK
9323,640,643,118,1,,1575,DELIVERED,Correo Argentino,TRK-BVNLRAGZC2
9324,194,199,1294,1,,2841,DELIVERED,Correo Argentino,TRK-NX60861WAL
9325,576,577,1052,2,2,2,DELIVERED,PICKUP,
9326,130,131,615,2,3,3,DELIVERED,PICKUP,
9327,219,220,1152,2,2,2,DELIVERED,PICKUP,
9328,349,350,781,2,2,2,SHIPPED,PICKUP,
9329,71,73,298,1,,2753,DELIVERED,Correo Argentino,TRK-ZC7NJ7ZYFC
9330,96,101,1011,1,,1845,DELIVERED,Correo Argentino,TRK-O4Z545L8LC
9331,265,266,688,2,3,3,SHIPPED,PICKUP,
9332,300,304,526,1,,1848,SHIPPED,Correo Argentino,TRK-N0LXIOQAEF
9333,132,137,730,1,,2678,DELIVERED,Correo Argentino,TRK-EIW49A1YY5
9334,545,549,908,1,,2894,SHIPPED,Correo Argentino,TRK-IYBQ82TA1A
9335,186,190,1302,1,,237,READY,Correo Argentino,TRK-6XCSQA25GX
9336,296,297,510,2,4,4,DELIVERED,PICKUP,
9337,138,139,971,2,3,3,DELIVERED,PICKUP,
9338,121,124,480,1,,3044,DELIVERED,Correo Argentino,TRK-Q5XE0NEVEE
9339,178,179,304,2,4,4,SHIPPED,PICKUP,
9340,,,444,1,,419,CANCELLED,Correo Argentino,
9341,,,1067,1,,1437,CANCELLED,Correo Argentino,
9342,123,127,708,1,,2009,DELIVERED,Correo Argentino,TRK-YY4IXIONGJ
9343,160,161,262,2,2,2,DELIVERED,PICKUP,
9344,6,7,114,2,4,4,DELIVERED,PICKUP,
9345,475,476,573,2,1,1,DELIVERED,PICKUP,
9346,,,423,2,2,2,CANCELLED,PICKUP,
9347,488,491,1246,1,,2495,DELIVERED,Correo Argentino,TRK-53K23ITYYO
9348,187,188,375,2,1,1,DELIVERED,PICKUP,
9349,220,225,378,1,,687,DELIVERED,Correo Argentino,TRK-L16TC5LJF7
9350,618,619,1025,2,1,1,DELIVERED,PICKUP,
9351,566,570,1466,1,,561,DELIVERED,Correo Argentino,TRK-W788A8FMXX
9352,294,299,1353,1,,383,DELIVERED,Correo Argentino,TRK-PZ5NZ02G8K
9353,82,83,956,2,4,4,DELIVERED,PICKUP,
9354,541,542,191,2,4,4,DELIVERED,PICKUP,
9355,143,144,1085,2,2,2,DELIVERED,PICKUP,
9356,526,527,979,2,1,1,DELIVERED,PICKUP,
9357,341,343,1463,1,,2724,DELIVERED,Correo Argentino,TRK-1F77CK40TD
9358,527,531,423,1,,664,DELIVERED,Correo Argentino,TRK-B0KYC3HYJ6
9359,83,86,770,1,,2039,DELIVERED,Correo Argentino,TRK-X8ABFINO8S
9360,331,334,905,1,,2731,DELIVERED,Correo Argentino,TRK-LHVSYLWV2Y
9361,247,251,498,1,,2856,DELIVERED,Correo Argentino,TRK-I58CJ0L41Z
9362,563,568,105,1,,1075,DELIVERED,Correo Argentino,TRK-YHH1FF6J6D
9363,555,558,530,1,,2084,DELIVERED,Correo Argentino,TRK-X4HE6FW3CQ
9364,145,146,537,2,4,4,SHIPPED,PICKUP,
9365,352,353,1199,2,2,2,DELIVERED,PICKUP,
9366,208,209,1347,2,3,3,DELIVERED,PICKUP,
9367,321,323,173,1,,2865,SHIPPED,Correo Argentino,TRK-6A28INRQRS
9368,137,138,1026,2,4,4,DELIVERED,PICKUP,
9369,93,94,850,2,4,4,SHIPPED,PICKUP,
9370,211,216,736,1,,3117,DELIVERED,Correo Argentino,TRK-URO5X014DE
9371,9,10,1339,2,3,3,READY,PICKUP,
9372,325,330,573,1,,1668,SHIPPED,Correo Argentino,TRK-4ZW2IWKUEU
9373,432,433,1409,2,1,1,DELIVERED,PICKUP,
9374,471,476,363,1,,1230,DELIVERED,Correo Argentino,TRK-YRF3SILREG
9375,243,244,33,2,4,4,DELIVERED,PICKUP,
9376,,,1433,2,4,4,CANCELLED,PICKUP,
9377,309,310,873,2,2,2,DELIVERED,PICKUP,
9378,316,318,270,1,,225,DELIVERED,Correo Argentino,TRK-7DBF92DL8P
9379,334,338,1328,1,,247,DELIVERED,Correo Argentino,TRK-VGUA09MOVC
9380,273,274,730,2,3,3,SHIPPED,PICKUP,
9381,600,601,116,2,3,3,DELIVERED,PICKUP,
9382,545,548,1485,1,,2653,DELIVERED,Correo Argentino,TRK-FR9JWOELG1
9383,374,375,1405,2,3,3,READY,PICKUP,
9384,46,50,652,1,,1888,DELIVERED,Correo Argentino,TRK-3QKUM3G0L9
9385,249,254,979,1,,2070,DELIVERED,Correo Argentino,TRK-F2MNZ5I2OB
9386,485,488,275,1,,1366,DELIVERED,Correo Argentino,TRK-9KYZQKDHLD
9387,546,547,1131,2,3,3,DELIVERED,PICKUP,
9388,554,557,1108,1,,2551,DELIVERED,Correo Argentino,TRK-DXEZMVWWOH
9389,142,144,1176,1,,1713,SHIPPED,Correo Argentino,TRK-3U6C73QY9S
9390,58,63,1435,1,,3197,DELIVERED,Correo Argentino,TRK-VMMVHJORZJ
9391,305,310,872,1,,2452,DELIVERED,Correo Argentino,TRK-OL88YQETQD
9392,437,442,1098,1,,928,DELIVERED,Correo Argentino,TRK-0VU6INAY4Q
9393,3,8,287,1,,1586,DELIVERED,Correo Argentino,TRK-8KLJ50N3CB
9394,610,611,1496,2,1,1,DELIVERED,PICKUP,
9395,409,410,712,2,3,3,DELIVERED,PICKUP,
9396,237,238,607,2,2,2,DELIVERED,PICKUP,
9397,251,258,25,1,,293,DELIVERED,Correo Argentino,TRK-FM6VD2UFAR
9398,92,93,571,2,2,2,DELIVERED,PICKUP,
9399,597,598,1444,2,4,4,SHIPPED,PICKUP,
9400,385,390,461,1,,1082,DELIVERED,Correo Argentino,TRK-XOVE40IO57
9401,453,455,1346,1,,2343,SHIPPED,Correo Argentino,TRK-DNUIIZJ23K
9402,570,571,226,2,3,3,DELIVERED,PICKUP,
9403,631,634,931,1,,226,DELIVERED,Correo Argentino,TRK-Z2HWEBN84G
9404,531,535,523,1,,933,DELIVERED,Correo Argentino,TRK-6W2U4QS86Q
9405,20,25,330,1,,1855,DELIVERED,Correo Argentino,TRK-28NK5DEQTB
9406,373,376,261,1,,2653,DELIVERED,Correo Argentino,TRK-VQCXT20LQY
9407,42,43,325,2,4,4,DELIVERED,PICKUP,
9408,64,65,751,2,1,1,DELIVERED,PICKUP,
9409,524,525,1156,2,1,1,READY,PICKUP,
9410,434,435,393,2,3,3,DELIVERED,PICKUP,
9411,525,529,3,1,,446,DELIVERED,Correo Argentino,TRK-G2FWPT55V7
9412,420,421,801,2,4,4,DELIVERED,PICKUP,
9413,,,85,1,,942,CANCELLED,Correo Argentino,
9414,424,427,808,1,,1248,DELIVERED,Correo Argentino,TRK-MYZMMXYMIA
9415,274,275,251,2,3,3,DELIVERED,PICKUP,
9416,487,488,233,2,2,2,DELIVERED,PICKUP,
9417,568,572,937,1,,362,DELIVERED,Correo Argentino,TRK-STR5UYJK3T
9418,501,505,1094,1,,772,SHIPPED,Correo Argentino,TRK-EVUH3IHQCO
9419,636,641,47,1,,490,SHIPPED,Correo Argentino,TRK-T1BLFKKWLZ
9420,412,417,667,1,,256,DELIVERED,Correo Argentino,TRK-LFVSKZXCNT
9421,455,459,827,1,,321,DELIVERED,Correo Argentino,TRK-TEX50TH4X8
9422,85,91,143,1,,185,SHIPPED,Correo Argentino,TRK-9FD3LKQRN3
9423,384,387,797,1,,2583,SHIPPED,Correo Argentino,TRK-8CU98KWFT1
9424,395,396,85,2,2,2,DELIVERED,PICKUP,
9425,87,91,183,1,,1834,READY,Correo Argentino,TRK-N3OBUOP6EN
9426,216,217,980,2,3,3,SHIPPED,PICKUP,
9427,,,576,2,3,3,CANCELLED,PICKUP,
9428,466,469,1319,1,,2573,DELIVERED,Correo Argentino,TRK-4ZIQIC8OXQ
9429,624,625,474,2,1,1,DELIVERED,PICKUP,
9430,414,416,809,1,,1693,DELIVERED,Correo Argentino,TRK-5MTG57T525
9431,396,398,528,1,,2657,DELIVERED,Correo Argentino,TRK-XTHRM2CGIY
9432,537,541,1268,1,,1333,DELIVERED,Correo Argentino,TRK-L0G6XZH7KX
9433,333,336,1028,1,,1261,DELIVERED,Correo Argentino,TRK-3BKK8GHVNU
9434,120,121,1223,2,3,3,DELIVERED,PICKUP,
9435,601,606,138,1,,282,SHIPPED,Correo Argentino,TRK-EWN8NRQ54E
9436,394,395,634,2,1,1,DELIVERED,PICKUP,
9437,277,278,1461,2,4,4,DELIVERED,PICKUP,
9438,353,354,621,2,4,4,DELIVERED,PICKUP,
9439,497,500,375,1,,2884,DELIVERED,Correo Argentino,TRK-9G7AN4CR0W
9440,457,464,147,1,,3098,DELIVERED,Correo Argentino,TRK-YDNF2ZV26S
9441,610,614,305,1,,705,SHIPPED,Correo Argentino,TRK-ZAX2K9836V
9442,,,562,1,,2360,CANCELLED,Correo Argentino,
9443,270,271,1484,2,2,2,SHIPPED,PICKUP,
9444,381,384,1022,1,,1490,DELIVERED,Correo Argentino,TRK-12CUW5YM2J
9445,29,30,1082,2,4,4,DELIVERED,PICKUP,
9446,41,46,1475,1,,1059,DELIVERED,Correo Argentino,TRK-M7JIL0073M
9447,309,312,670,1,,1928,DELIVERED,Correo Argentino,TRK-9TJZCX3SLT
9448,501,502,836,2,1,1,DELIVERED,PICKUP,
9449,37,41,1344,1,,2780,SHIPPED,Correo Argentino,TRK-839S0HWXR1
9450,339,340,524,2,2,2,DELIVERED,PICKUP,
9451,443,444,1207,2,4,4,DELIVERED,PICKUP,
9452,247,248,985,2,4,4,DELIVERED,PICKUP,
9453,399,400,90,2,1,1,DELIVERED,PICKUP,
9454,,,1200,1,,1605,CANCELLED,Correo Argentino,
9455,350,352,1376,1,,777,DELIVERED,Correo Argentino,TRK-GS16REFPYM
9456,567,572,752,1,,1049,DELIVERED,Correo Argentino,TRK-WBXKWI6MRI
9457,385,386,1084,2,3,3,DELIVERED,PICKUP,
9458,368,373,439,1,,1212,DELIVERED,Correo Argentino,TRK-WVY1QIM3BT
9459,535,539,1228,1,,1540,DELIVERED,Correo Argentino,TRK-55QJOBD784
9460,236,241,1289,1,,2407,SHIPPED,Correo Argentino,TRK-LY9YVIJ1ZT
9461,111,112,523,2,4,4,DELIVERED,PICKUP,
9462,430,431,1377,2,1,1,DELIVERED,PICKUP,
9463,,,184,2,3,3,CANCELLED,PICKUP,
9464,501,502,1168,2,1,1,DELIVERED,PICKUP,
9465,170,171,1332,2,1,1,DELIVERED,PICKUP,
9466,148,149,254,2,1,1,SHIPPED,PICKUP,
9467,265,269,826,1,,1420,DELIVERED,Correo Argentino,TRK-BOJLY61OQZ
9468,519,520,166,2,2,2,SHIPPED,PICKUP,
9469,157,159,397,1,,2592,DELIVERED,Correo Argentino,TRK-141D86BYL1
9470,210,212,152,1,,2509,SHIPPED,Correo Argentino,TRK-036KCC4TVV
9471,91,92,1374,2,3,3,DELIVERED,PICKUP,
9472,618,619,521,2,3,3,DELIVERED,PICKUP,
9473,475,477,1117,1,,2371,DELIVERED,Correo Argentino,TRK-I1TE54GYCQ
9474,422,423,849,2,4,4,DELIVERED,PICKUP,
9475,613,615,1182,1,,2587,DELIVERED,Correo Argentino,TRK-XRD2M1EH3J
9476,385,386,121,2,4,4,SHIPPED,PICKUP,
9477,485,489,71,1,,575,DELIVERED,Correo Argentino,TRK-F979NX6CFH
9478,259,260,841,2,2,2,DELIVERED,PICKUP,
9479,82,87,1224,1,,1044,DELIVERED,Correo Argentino,TRK-7HV3KBJE7H
9480,447,452,719,1,,514,DELIVERED,Correo Argentino,TRK-0UIV527DSX
9481,608,609,663,2,2,2,SHIPPED,PICKUP,
9482,,,351,2,4,4,CANCELLED,PICKUP,
9483,577,580,856,1,,2872,DELIVERED,Correo Argentino,TRK-77BN2EZ1ID
9484,430,433,158,1,,3074,DELIVERED,Correo Argentino,TRK-CS2S3JJDOS
9485,606,610,321,1,,828,DELIVERED,Correo Argentino,TRK-7ASAZBUWNP
9486,311,314,1033,1,,1395,DELIVERED,Correo Argentino,TRK-BUUWF5A2NT
9487,225,226,570,2,3,3,DELIVERED,PICKUP,
9488,15,16,1496,2,2,2,DELIVERED,PICKUP,
9489,543,544,1464,2,1,1,DELIVERED,PICKUP,
9490,24,25,300,2,2,2,DELIVERED,PICKUP,
9491,511,512,238,2,4,4,DELIVERED,PICKUP,
9492,441,445,659,1,,945,DELIVERED,Correo Argentino,TRK-0H8XX51ZNF
9493,244,245,1170,2,4,4,SHIPPED,PICKUP,
9494,15,16,874,2,4,4,DELIVERED,PICKUP,
9495,324,325,1202,2,3,3,SHIPPED,PICKUP,
9496,,,12,2,2,2,CANCELLED,PICKUP,
9497,466,467,220,2,4,4,DELIVERED,PICKUP,
9498,114,118,535,1,,2637,SHIPPED,Correo Argentino,TRK-ZNOXS1VEG3
9499,249,250,1224,2,1,1,DELIVERED,PICKUP,
9500,599,602,391,1,,547,SHIPPED,Correo Argentino,TRK-61Y9J6WQRH
9501,262,267,22,1,,166,DELIVERED,Correo Argentino,TRK-AFQU7UPTS9
9502,313,318,679,1,,1873,DELIVERED,Correo Argentino,TRK-VEPZDK986Q
9503,309,312,906,1,,2113,DELIVERED,Correo Argentino,TRK-6PT8YDWJ3T
9504,78,82,705,1,,2560,DELIVERED,Correo Argentino,TRK-PR7RT0FC22
9505,240,241,281,2,3,3,DELIVERED,PICKUP,
9506,449,454,672,1,,653,DELIVERED,Correo Argentino,TRK-WJQZ5O3J0Z
9507,608,611,1239,1,,1821,SHIPPED,Correo Argentino,TRK-KEVNI6BXUI
9508,569,570,1058,2,1,1,SHIPPED,PICKUP,
9509,160,162,371,1,,2542,DELIVERED,Correo Argentino,TRK-CQTLIQQYMD
9510,117,122,1297,1,,2625,DELIVERED,Correo Argentino,TRK-2NP0RMXD5C
9511,329,330,528,2,3,3,DELIVERED,PICKUP,
9512,355,360,1432,1,,3111,DELIVERED,Correo Argentino,TRK-AW6PFCXM1B
9513,545,546,1293,2,2,2,DELIVERED,PICKUP,
9514,310,316,985,1,,2389,SHIPPED,Correo Argentino,TRK-KBRQP769JT
9515,32,34,478,1,,775,DELIVERED,Correo Argentino,TRK-58SMBKIYK9
9516,7,13,752,1,,658,SHIPPED,Correo Argentino,TRK-4IQDL6R7N9
9517,585,588,892,1,,2662,READY,Correo Argentino,TRK-AMOP6OVPSL
9518,280,284,1308,1,,1381,DELIVERED,Correo Argentino,TRK-9Z662NRUOJ
9519,479,480,59,2,3,3,DELIVERED,PICKUP,
9520,64,68,643,1,,2777,DELIVERED,Correo Argentino,TRK-UJG23T95XE
9521,558,561,994,1,,404,DELIVERED,Correo Argentino,TRK-A9DF9M52GL
9522,89,90,165,2,1,1,DELIVERED,PICKUP,
9523,585,587,1275,1,,389,SHIPPED,Correo Argentino,TRK-VCT61YDPC1
9524,625,627,987,1,,397,DELIVERED,Correo Argentino,TRK-4V1NG3IYXC
9525,217,220,117,1,,1730,DELIVERED,Correo Argentino,TRK-BHUT8UZKNC
9526,144,145,1315,2,3,3,SHIPPED,PICKUP,
9527,461,465,517,1,,279,DELIVERED,Correo Argentino,TRK-PHFIOVIWVO
9528,147,148,1256,2,3,3,DELIVERED,PICKUP,
9529,439,440,486,2,1,1,SHIPPED,PICKUP,
9530,,,1132,1,,625,CANCELLED,Correo Argentino,
9531,491,492,139,2,1,1,READY,PICKUP,
9532,600,604,1330,1,,1537,SHIPPED,Correo Argentino,TRK-MK7K811KUE
9533,616,619,1495,1,,2590,DELIVERED,Correo Argentino,TRK-3XXTC7UDGC
9534,581,585,825,1,,2113,DELIVERED,Correo Argentino,TRK-9LVLXSKABO
9535,,,538,2,1,1,CANCELLED,PICKUP,
9536,97,98,264,2,1,1,DELIVERED,PICKUP,
9537,589,591,216,1,,3068,DELIVERED,Correo Argentino,TRK-JX3KMCIMXN
9538,,,314,1,,1369,CANCELLED,Correo Argentino,
9539,238,239,552,2,3,3,DELIVERED,PICKUP,
9540,270,274,1111,1,,177,SHIPPED,Correo Argentino,TRK-HVR51NGQHF
9541,357,361,11,1,,2114,DELIVERED,Correo Argentino,TRK-PSCGNR0MYS
9542,383,384,857,2,1,1,SHIPPED,PICKUP,
9543,556,559,359,1,,1822,DELIVERED,Correo Argentino,TRK-QKWNZWPXQM
9544,102,103,1207,2,3,3,DELIVERED,PICKUP,
9545,161,166,1341,1,,1936,SHIPPED,Correo Argentino,TRK-DJLH1PR5CW
9546,,,1297,1,,676,CANCELLED,Correo Argentino,
9547,553,556,1343,1,,695,DELIVERED,Correo Argentino,TRK-X6UD6ZEJYT
9548,455,457,1391,1,,2475,DELIVERED,Correo Argentino,TRK-1X0MDI29P1
9549,256,257,1491,2,4,4,DELIVERED,PICKUP,
9550,18,21,1173,1,,2897,DELIVERED,Correo Argentino,TRK-YY8XSIRYU4
9551,22,24,299,1,,2714,DELIVERED,Correo Argentino,TRK-JHN66X7VWJ
9552,369,373,561,1,,2098,DELIVERED,Correo Argentino,TRK-UCAW0RG3Q6
9553,197,200,786,1,,2501,DELIVERED,Correo Argentino,TRK-GVDQDLXZXE
9554,553,557,1,1,,2668,DELIVERED,Correo Argentino,TRK-0S9TBIWHS2
9555,560,565,712,1,,2739,DELIVERED,Correo Argentino,TRK-KWS8TZGKJ8
9556,435,437,1172,1,,557,DELIVERED,Correo Argentino,TRK-43703UZQHR
9557,489,490,687,2,1,1,DELIVERED,PICKUP,
9558,6,8,162,1,,2087,READY,Correo Argentino,TRK-RJCB8VN15Y
9559,567,570,493,1,,447,SHIPPED,Correo Argentino,TRK-COA8D25PEP
9560,343,344,1118,2,3,3,DELIVERED,PICKUP,
9561,,,795,1,,2780,CANCELLED,Correo Argentino,
9562,355,357,1074,1,,2021,DELIVERED,Correo Argentino,TRK-8J086QCPCZ
9563,312,317,476,1,,2053,SHIPPED,Correo Argentino,TRK-Z1DN69ULV4
9564,,,1450,2,3,3,CANCELLED,PICKUP,
9565,393,399,104,1,,1108,SHIPPED,Correo Argentino,TRK-XP1K4MVM9E
9566,221,225,284,1,,3175,DELIVERED,Correo Argentino,TRK-IZ3CDTK5X1
9567,638,642,1322,1,,2516,DELIVERED,Correo Argentino,TRK-5A62BW4WGQ
9568,156,157,445,2,4,4,READY,PICKUP,
9569,,,1380,1,,1014,CANCELLED,Correo Argentino,
9570,325,329,750,1,,1866,SHIPPED,Correo Argentino,TRK-GVN8C3ZJFW
9571,634,637,241,1,,147,DELIVERED,Correo Argentino,TRK-GY6QCAQ19K
9572,631,632,513,2,1,1,DELIVERED,PICKUP,
9573,96,102,1425,1,,1143,DELIVERED,Correo Argentino,TRK-X1F80OUU3N
9574,,,1107,1,,626,CANCELLED,Correo Argentino,
9575,214,218,423,1,,9,DELIVERED,Correo Argentino,TRK-I6GVXS6WIZ
9576,248,249,1465,2,1,1,DELIVERED,PICKUP,
9577,552,553,674,2,1,1,DELIVERED,PICKUP,
9578,536,537,128,2,3,3,DELIVERED,PICKUP,
9579,103,106,78,1,,2464,DELIVERED,Correo Argentino,TRK-1G7XQYNCAF
9580,187,192,216,1,,2967,DELIVERED,Correo Argentino,TRK-QKHR0ZR2CQ
9581,579,581,666,1,,2504,DELIVERED,Correo Argentino,TRK-T82T1JEVPW
9582,191,197,842,1,,1143,DELIVERED,Correo Argentino,TRK-OWMSJPLRM3
9583,466,467,1154,2,1,1,DELIVERED,PICKUP,
9584,16,17,548,2,2,2,DELIVERED,PICKUP,
9585,128,132,1287,1,,1309,DELIVERED,Correo Argentino,TRK-BNVAPJ2V97
9586,86,90,1322,1,,1564,DELIVERED,Correo Argentino,TRK-BQ5ZAYOA26
9587,231,232,487,2,4,4,DELIVERED,PICKUP,
9588,108,113,1003,1,,273,DELIVERED,Correo Argentino,TRK-Y03VOO4ES3
9589,577,580,445,1,,413,DELIVERED,Correo Argentino,TRK-A5TTBAX7MK
9590,126,129,402,1,,3106,DELIVERED,Correo Argentino,TRK-M5EHOLHW4U
9591,158,159,925,2,2,2,DELIVERED,PICKUP,
9592,557,558,1308,2,4,4,DELIVERED,PICKUP,
9593,549,550,995,2,2,2,DELIVERED,PICKUP,
9594,564,565,539,2,4,4,DELIVERED,PICKUP,
9595,598,601,1340,1,,173,DELIVERED,Correo Argentino,TRK-PAPLBI4SNA
9596,,,1072,1,,2568,CANCELLED,Correo Argentino,
9597,100,101,942,2,3,3,DELIVERED,PICKUP,
9598,,,1270,1,,1689,CANCELLED,Correo Argentino,
9599,369,373,929,1,,2311,DELIVERED,Correo Argentino,TRK-61GNPVN1DY
9600,431,432,1487,2,1,1,SHIPPED,PICKUP,
9601,80,81,437,2,1,1,SHIPPED,PICKUP,
9602,352,354,554,1,,2825,DELIVERED,Correo Argentino,TRK-819NB20TWF
